name.x,date,year,word,n.x,total.x,idf.x,tf_idf.x,source.x,tf.x,name.y,n.y,total.y,idf.y,tf_idf.y,source.y,tf.y,sentiment
Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-03-25,2018,future,6,3651,0.4110697789553349,6.755460623752422e-4,APSA,0.0016433853738701725,Return to Cold War,1,309,0.4110697789553349,0.0013303229092405662,PSQ,0.003236245954692557,moral
Social Identity and Electoral Accountability,2014-10-16,2014,investment,6,3850,1.8330114788054632,0.0028566412656708517,APSA,0.0015584415584415584,U.S. House Incumbent Fundraising and Spending in a Post‐Citizens United and Post‐McCutcheon World,1,4777,1.8330114788054632,3.8371603073172775e-4,PSQ,2.0933640360058616e-4,economic
Unlikely Democrats,2016-09-19,2016,tax,6,4861,1.6426577503142443,0.0020275553387956113,APSA,0.0012343139271754782,"Democracy, Elite Bias, and Redistribution in Latin America",41,4346,1.6426577503142443,0.015496771229379662,PSQ,0.009433962264150943,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,fiscal,6,2619,2.1029310949174036,0.004817711557657282,APSA,0.002290950744558992,Political Engagement,1,2569,2.1029310949174036,8.185796399055677e-4,PSQ,3.8925652004671076e-4,economic
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,family,5,3365,1.5493698158906872,0.002302183976063428,APSA,0.0014858841010401188,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",4,2713,1.5493698158906872,0.002284363901055197,PSQ,0.001474382602285293,moral
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,life,5,3248,1.2536231836021758,0.0019298386447077832,APSA,0.001539408866995074,What Really Happened in Planning for Postwar Iraq?,3,4719,1.2536231836021758,7.969632445023368e-4,PSQ,6.357279084551812e-4,moral
"Hawks, Doves, and Peace",2018-09-19,2018,future,5,3483,0.4110697789553349,5.90108784030053e-4,APSA,0.001435544071202986,Bipolarity and the Future of U.S.‐China Relations,10,4818,0.4110697789553349,8.531958882427044e-4,PSQ,0.0020755500207555004,moral
"Hawks, Doves, and Peace",2018-09-19,2018,future,5,3483,0.4110697789553349,5.90108784030053e-4,APSA,0.001435544071202986,America First? Explaining Continuity and Change in Trump's Foreign Policy,4,5055,0.4110697789553349,3.25277767719355e-4,PSQ,7.91295746785361e-4,moral
"Hawks, Doves, and Peace",2018-09-19,2018,future,5,3483,0.4110697789553349,5.90108784030053e-4,APSA,0.001435544071202986,The De‐Institutionalization of Congress,3,2794,0.4110697789553349,4.4137771541374546e-4,PSQ,0.0010737294201861132,moral
"Hawks, Doves, and Peace",2018-09-19,2018,future,5,3483,0.4110697789553349,5.90108784030053e-4,APSA,0.001435544071202986,Black Republicans and the Transformation of the GOP,2,814,0.4110697789553349,0.0010099994568927148,PSQ,0.002457002457002457,moral
"Hawks, Doves, and Peace",2018-09-19,2018,future,5,3483,0.4110697789553349,5.90108784030053e-4,APSA,0.001435544071202986,"Federalism and the Politics of Bottom‐Up Social Policy Diffusion in the United States, Mexico, and Canada",2,5423,0.4110697789553349,1.5160235255590445e-4,PSQ,3.687995574405311e-4,moral
"Hawks, Doves, and Peace",2018-09-19,2018,future,5,3483,0.4110697789553349,5.90108784030053e-4,APSA,0.001435544071202986,Islamophobia and Racism in America,1,316,0.4110697789553349,0.001300853730871313,PSQ,0.0031645569620253164,moral
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economic,5,3044,0.5544699789820188,9.107588353843935e-4,APSA,0.0016425755584756898,Philosophical Pragmatism and the Constitutional Watershed of 1912,20,6044,0.5544699789820188,0.0018347782229716043,PSQ,0.0033090668431502318,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economic,5,3044,0.5544699789820188,9.107588353843935e-4,APSA,0.0016425755584756898,"International Influence, Domestic Activism, and Gay Rights in Argentina",10,5826,0.5544699789820188,9.517164074528301e-4,PSQ,0.0017164435290078957,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economic,5,3044,0.5544699789820188,9.107588353843935e-4,APSA,0.0016425755584756898,The India Lobby and the Nuclear Agreement with India,5,4976,0.5544699789820188,5.571442714851475e-4,PSQ,0.0010048231511254019,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economic,5,3044,0.5544699789820188,9.107588353843935e-4,APSA,0.0016425755584756898,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,3,4735,0.5544699789820188,3.513009370530214e-4,PSQ,6.335797254487857e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,economic,5,3044,0.5544699789820188,9.107588353843935e-4,APSA,0.0016425755584756898,The Political Philosophy of Alexander Hamilton,2,348,0.5544699789820188,0.003186609074609303,PSQ,0.005747126436781609,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,war,5,3044,1.0019741392900399,0.001645818231422536,APSA,0.0016425755584756898,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,13,4735,1.0019741392900399,0.0027509321670053893,PSQ,0.0027455121436114043,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,war,5,3044,1.0019741392900399,0.001645818231422536,APSA,0.0016425755584756898,Philosophical Pragmatism and the Constitutional Watershed of 1912,8,6044,1.0019741392900399,0.001326239760807465,PSQ,0.0013236267372600927,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,war,5,3044,1.0019741392900399,0.001645818231422536,APSA,0.0016425755584756898,"International Influence, Domestic Activism, and Gay Rights in Argentina",4,5826,1.0019741392900399,6.87932811047058e-4,PSQ,6.865774116031583e-4,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,war,5,3044,1.0019741392900399,0.001645818231422536,APSA,0.0016425755584756898,"Deficits, Debt, and the New Politics of Tax Policy",1,292,1.0019741392900399,0.0034314182852398624,PSQ,0.003424657534246575,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economic,5,3584,0.5544699789820188,7.735351269280396e-4,APSA,0.0013950892857142857,The Point Four Program and U.S. International Development Policy,88,5698,0.5544699789820188,0.008563242918641217,PSQ,0.015444015444015444,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economic,5,3584,0.5544699789820188,7.735351269280396e-4,APSA,0.0013950892857142857,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,27,5013,0.5544699789820188,0.002986373315881609,PSQ,0.005385996409335727,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economic,5,3584,0.5544699789820188,7.735351269280396e-4,APSA,0.0013950892857142857,The Consequences of Forced State Failure in Iraq,10,4438,0.5544699789820188,0.0012493690378143731,PSQ,0.002253267237494367,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economic,5,3584,0.5544699789820188,7.735351269280396e-4,APSA,0.0013950892857142857,The Bankruptcy of Liberalism and Conservatism,3,4462,0.5544699789820188,3.727946967606581e-4,PSQ,6.723442402510085e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economic,5,3584,0.5544699789820188,7.735351269280396e-4,APSA,0.0013950892857142857,The World Health Organization between North and South,3,357,0.5544699789820188,0.004659411588084191,PSQ,0.008403361344537815,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economic,5,3584,0.5544699789820188,7.735351269280396e-4,APSA,0.0013950892857142857,Sustaining China's Economic Growth after the Global Financial Crisis,2,293,0.5544699789820188,0.0037847780135291382,PSQ,0.006825938566552901,economic
Making Austerity Popular,2018-03-25,2018,income,5,3368,1.0450429964758627,0.0015514296265971834,APSA,0.0014845605700712589,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",6,2713,1.0450429964758627,0.0023111898189661544,PSQ,0.0022115739034279398,economic
Monopoly Money,2014-09-11,2014,development,5,4129,0.9210310984324304,0.0011153198091940304,APSA,0.001210946960523129,Political Engagement,1,2569,0.9210310984324304,3.5851736023060737e-4,PSQ,3.8925652004671076e-4,economic
Monopoly Money,2014-09-11,2014,trade,5,4129,1.0066689835942475,0.0012190227459363617,APSA,0.001210946960523129,American Umpire,1,319,1.0066689835942475,0.0031557021429286752,PSQ,0.003134796238244514,economic
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,wars,5,3462,2.0153330355994177,0.0029106485205075356,APSA,0.0014442518775274408,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",2,2713,2.0153330355994177,0.0014856859827492943,PSQ,7.371913011426465e-4,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,wars,5,3462,2.0153330355994177,0.0029106485205075356,APSA,0.0014442518775274408,Return to Cold War,1,309,2.0153330355994177,0.006522113383816886,PSQ,0.003236245954692557,security
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,future,5,3426,0.4110697789553349,5.999267060060346e-4,APSA,0.0014594279042615295,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",4,2713,0.4110697789553349,6.060741304170069e-4,PSQ,0.001474382602285293,moral
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,future,5,3426,0.4110697789553349,5.999267060060346e-4,APSA,0.0014594279042615295,Return to Cold War,1,309,0.4110697789553349,0.0013303229092405662,PSQ,0.003236245954692557,moral
Social Identity and Electoral Accountability,2014-10-16,2014,environment,5,3850,0.8663956630437925,0.0011251891727841461,APSA,0.0012987012987012987,U.S. House Incumbent Fundraising and Spending in a Post‐Citizens United and Post‐McCutcheon World,6,4777,0.8663956630437925,0.0010882089131803965,PSQ,0.0012560184216035169,environmental
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,school,4,3248,1.7308819837290834,0.0021316280587796595,APSA,0.0012315270935960591,"When the State Speaks, What Should It Say? How Democracies Can Protect Expression and Promote Equality",2,275,1.7308819837290834,0.012588232608938788,PSQ,0.007272727272727273,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,police,4,3044,2.3582777867262483,0.003098919562058145,APSA,0.001314060446780552,"International Influence, Domestic Activism, and Gay Rights in Argentina",12,5826,2.3582777867262483,0.004857420775955197,PSQ,0.0020597322348094747,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,police,4,3044,2.3582777867262483,0.003098919562058145,APSA,0.001314060446780552,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,2,4735,2.3582777867262483,9.961046617639909e-4,PSQ,4.2238648363252375e-4,security
Ideologically Sophisticated Donors,2016-09-19,2016,finance,4,3418,2.068325565739928,0.002420509731702666,APSA,0.0011702750146284377,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,2.068325565739928,0.0019036590572847935,PSQ,9.203865623561896e-4,economic
Monopoly Money,2014-09-11,2014,security,4,4129,1.1782251661179641,0.001141414546977926,APSA,9.687575684185032e-4,Long Wars and the Constitution,3,277,1.1782251661179641,0.012760561365898529,PSQ,0.010830324909747292,security
Monopoly Money,2014-09-11,2014,security,4,4129,1.1782251661179641,0.001141414546977926,APSA,9.687575684185032e-4,The Constitution of Risk,1,315,1.1782251661179641,0.0037403973527554415,PSQ,0.0031746031746031746,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,rights,4,3462,1.0723061472342268,0.0012389441331417987,APSA,0.0011554015020219526,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",4,2713,1.0723061472342268,0.001580989527805716,PSQ,0.001474382602285293,moral
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,wars,4,3426,2.0153330355994177,0.0023529866148271077,APSA,0.0011675423234092236,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",2,2713,2.0153330355994177,0.0014856859827492943,PSQ,7.371913011426465e-4,security
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,wars,4,3426,2.0153330355994177,0.0023529866148271077,APSA,0.0011675423234092236,Return to Cold War,1,309,2.0153330355994177,0.006522113383816886,PSQ,0.003236245954692557,security
Unlikely Democrats,2016-09-19,2016,economy,4,4861,1.2210277053527245,0.0010047543347893228,APSA,8.228759514503189e-4,"Democracy, Elite Bias, and Redistribution in Latin America",5,4346,1.2210277053527245,0.0014047718653390755,PSQ,0.001150483202945237,economic
Unlikely Democrats,2016-09-19,2016,property,4,4861,1.8117340803581783,0.0014908324051497045,APSA,8.228759514503189e-4,"Democracy, Elite Bias, and Redistribution in Latin America",11,4346,1.8117340803581783,0.004585613180842145,PSQ,0.0025310630464795212,economic
Unlikely Democrats,2016-09-19,2016,workers,4,4861,1.8713723466779095,0.0015399073002904007,APSA,8.228759514503189e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,1.8713723466779095,8.611929805236584e-4,PSQ,4.601932811780948e-4,economic
Unlikely Democrats,2016-09-19,2016,workers,4,4861,1.8713723466779095,0.0015399073002904007,APSA,8.228759514503189e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,1.8713723466779095,4.4748262713484207e-4,PSQ,2.3912003825920613e-4,economic
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,developed,3,3248,0.7972664681976223,7.363914423007595e-4,APSA,9.236453201970443e-4,Ideology and Spatial Voting in American Elections,1,309,0.7972664681976223,0.002580150382516577,PSQ,0.003236245954692557,economic
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,developed,3,3248,0.7972664681976223,7.363914423007595e-4,APSA,9.236453201970443e-4,What Really Happened in Planning for Postwar Iraq?,1,4719,0.7972664681976223,1.6894818143624123e-4,PSQ,2.1190930281839374e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,democratic,3,3483,0.45888765330582776,3.952520700308594e-4,APSA,8.613264427217916e-4,Black Republicans and the Transformation of the GOP,11,814,0.45888765330582776,0.006201184504132808,PSQ,0.013513513513513514,moral
"Hawks, Doves, and Peace",2018-09-19,2018,democratic,3,3483,0.45888765330582776,3.952520700308594e-4,APSA,8.613264427217916e-4,"Federalism and the Politics of Bottom‐Up Social Policy Diffusion in the United States, Mexico, and Canada",8,5423,0.45888765330582776,6.769502538164525e-4,PSQ,0.0014751982297621243,moral
"Hawks, Doves, and Peace",2018-09-19,2018,democratic,3,3483,0.45888765330582776,3.952520700308594e-4,APSA,8.613264427217916e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,3,5055,0.45888765330582776,2.723368862349126e-4,PSQ,5.934718100890207e-4,moral
"Hawks, Doves, and Peace",2018-09-19,2018,democratic,3,3483,0.45888765330582776,3.952520700308594e-4,APSA,8.613264427217916e-4,Democracy Against Domination,3,298,0.45888765330582776,0.004619674362139206,PSQ,0.010067114093959731,moral
"Hawks, Doves, and Peace",2018-09-19,2018,democratic,3,3483,0.45888765330582776,3.952520700308594e-4,APSA,8.613264427217916e-4,The De‐Institutionalization of Congress,1,2794,0.45888765330582776,1.642403913048775e-4,PSQ,3.5790980672870435e-4,moral
"Hawks, Doves, and Peace",2018-09-19,2018,job,3,3483,1.6077196989529638,0.001384771489192906,APSA,8.613264427217916e-4,The De‐Institutionalization of Congress,3,2794,1.6077196989529638,0.0017262559401785584,PSQ,0.0010737294201861132,economic
"Hawks, Doves, and Peace",2018-09-19,2018,job,3,3483,1.6077196989529638,0.001384771489192906,APSA,8.613264427217916e-4,Bipolarity and the Future of U.S.‐China Relations,1,4818,1.6077196989529638,3.3369026545308506e-4,PSQ,2.0755500207555002e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,job,3,3483,1.6077196989529638,0.001384771489192906,APSA,8.613264427217916e-4,Democracy Against Domination,1,298,1.6077196989529638,0.005395032546822026,PSQ,0.003355704697986577,economic
"Hawks, Doves, and Peace",2018-09-19,2018,threats,3,3483,1.6077196989529638,0.001384771489192906,APSA,8.613264427217916e-4,Bipolarity and the Future of U.S.‐China Relations,3,4818,1.6077196989529638,0.0010010707963592552,PSQ,6.226650062266501e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,threats,3,3483,1.6077196989529638,0.001384771489192906,APSA,8.613264427217916e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,1,5055,1.6077196989529638,3.180454399511303e-4,PSQ,1.9782393669634025e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,threats,3,3483,1.6077196989529638,0.001384771489192906,APSA,8.613264427217916e-4,The De‐Institutionalization of Congress,1,2794,1.6077196989529638,5.75418646726186e-4,PSQ,3.5790980672870435e-4,security
"Hawks, Doves, and Peace",2018-09-19,2018,troops,3,3483,2.796078275477349,0.0024083361545885864,APSA,8.613264427217916e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,3,5055,2.796078275477349,0.00165939363529813,PSQ,5.934718100890207e-4,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,development,3,3044,0.9210310984324304,9.077179025286764e-4,APSA,9.855453350854138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,8,6044,0.9210310984324304,0.001219101387733197,PSQ,0.0013236267372600927,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,development,3,3044,0.9210310984324304,9.077179025286764e-4,APSA,9.855453350854138e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,5,4735,0.9210310984324304,9.725777174576877e-4,PSQ,0.0010559662090813093,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,development,3,3044,0.9210310984324304,9.077179025286764e-4,APSA,9.855453350854138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",5,5826,0.9210310984324304,7.904489344596897e-4,PSQ,8.582217645039478e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,development,3,3044,0.9210310984324304,9.077179025286764e-4,APSA,9.855453350854138e-4,The India Lobby and the Nuclear Agreement with India,1,4976,0.9210310984324304,1.85094674122273e-4,PSQ,2.0096463022508038e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,rates,3,3044,0.9539649201036793,9.401756768433107e-4,APSA,9.855453350854138e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,2,6044,0.9539649201036793,3.156733686643545e-4,PSQ,3.3090668431502316e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,rates,3,3044,0.9539649201036793,9.401756768433107e-4,APSA,9.855453350854138e-4,Global Health and International Relations,1,283,0.9539649201036793,0.003370900777751517,PSQ,0.0035335689045936395,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,rates,3,3044,0.9539649201036793,9.401756768433107e-4,APSA,9.855453350854138e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",1,5826,0.9539649201036793,1.6374269140124946e-4,PSQ,1.7164435290078958e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,future,3,3418,0.4110697789553349,3.607985186851974e-4,APSA,8.777062609713282e-4,Decision Making in Using Assassinations in International Relations,12,5254,0.4110697789553349,9.388727345763264e-4,PSQ,0.0022839741149600305,moral
Ideologically Sophisticated Donors,2016-09-19,2016,future,3,3418,0.4110697789553349,3.607985186851974e-4,APSA,8.777062609713282e-4,The Causes and Effects of International Treaties,5,2889,0.4110697789553349,7.114395620549237e-4,PSQ,0.0017307026652821046,moral
Ideologically Sophisticated Donors,2016-09-19,2016,future,3,3418,0.4110697789553349,3.607985186851974e-4,APSA,8.777062609713282e-4,"Democracy, Elite Bias, and Redistribution in Latin America",3,4346,0.4110697789553349,2.8375732555591457e-4,PSQ,6.902899217671422e-4,moral
Ideologically Sophisticated Donors,2016-09-19,2016,future,3,3418,0.4110697789553349,3.607985186851974e-4,APSA,8.777062609713282e-4,Intelligence and the Iraq and Afghanistan Wars,3,4334,0.4110697789553349,2.8454299420073946e-4,PSQ,6.922011998154131e-4,moral
Ideologically Sophisticated Donors,2016-09-19,2016,rates,3,3418,0.9539649201036793,8.373009831220122e-4,APSA,8.777062609713282e-4,"Democracy, Elite Bias, and Redistribution in Latin America",16,4346,0.9539649201036793,0.0035120659736904898,PSQ,0.0036815462494247586,economic
Ideologically Sophisticated Donors,2016-09-19,2016,rates,3,3418,0.9539649201036793,8.373009831220122e-4,APSA,8.777062609713282e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,0.9539649201036793,2.281121281931323e-4,PSQ,2.3912003825920613e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,rates,3,3418,0.9539649201036793,8.373009831220122e-4,APSA,8.777062609713282e-4,The Political Roots of Racial Tracking in American Criminal Justice,1,294,0.9539649201036793,0.0032447786398084326,PSQ,0.003401360544217687,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,construction,3,3584,1.8438223949096788,0.0015433781207391283,APSA,8.370535714285714e-4,The Point Four Program and U.S. International Development Policy,3,5698,1.8438223949096788,9.707734616934075e-4,PSQ,5.265005265005265e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,construction,3,3584,1.8438223949096788,0.0015433781207391283,APSA,8.370535714285714e-4,The Bankruptcy of Liberalism and Conservatism,2,4462,1.8438223949096788,8.26455578175562e-4,PSQ,4.4822949350067237e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,security,3,3584,1.1782251661179641,9.862375832460637e-4,APSA,8.370535714285714e-4,The Bankruptcy of Liberalism and Conservatism,41,4462,1.1782251661179641,0.010826363023495413,PSQ,0.009188704616763783,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,security,3,3584,1.1782251661179641,9.862375832460637e-4,APSA,8.370535714285714e-4,The Consequences of Forced State Failure in Iraq,40,4438,1.1782251661179641,0.010619424660819866,PSQ,0.009013068949977467,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,security,3,3584,1.1782251661179641,9.862375832460637e-4,APSA,8.370535714285714e-4,The Point Four Program and U.S. International Development Policy,18,5698,1.1782251661179641,0.00372201702178367,PSQ,0.003159003159003159,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,security,3,3584,1.1782251661179641,9.862375832460637e-4,APSA,8.370535714285714e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,1,5013,1.1782251661179641,2.3503394496667947e-4,PSQ,1.9948134849391582e-4,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,unemployment,3,3584,2.0889448529426637,0.0017485587496729885,APSA,8.370535714285714e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,4,5013,2.0889448529426637,0.001666822144777709,PSQ,7.979253939756633e-4,economic
Making Austerity Popular,2018-03-25,2018,welfare,3,3368,1.434740646331326,0.0012779756350932239,APSA,8.907363420427554e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.434740646331326,5.288391619356159e-4,PSQ,3.6859565057132326e-4,economic
Monopoly Money,2014-09-11,2014,tax,3,4129,1.6426577503142443,0.0011935028459536773,APSA,7.265681763138775e-4,Political Engagement,4,2569,1.6426577503142443,0.0025576609580603257,PSQ,0.001557026080186843,economic
Monopoly Money,2014-09-11,2014,tax,3,4129,1.6426577503142443,0.0011935028459536773,APSA,7.265681763138775e-4,The Constitution of Risk,1,315,1.6426577503142443,0.005214786508934109,PSQ,0.0031746031746031746,economic
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,cold,3,3426,2.288073528053,0.002003567012305604,APSA,8.756567425569177e-4,Return to Cold War,15,309,2.288073528053,0.1110715304880097,PSQ,0.04854368932038835,environmental
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,cold,3,3426,2.288073528053,0.002003567012305604,APSA,8.756567425569177e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,2.288073528053,8.433739506277183e-4,PSQ,3.6859565057132326e-4,environmental
Social Identity and Electoral Accountability,2014-10-16,2014,rate,3,3850,0.7096191611388666,5.529499956926234e-4,APSA,7.792207792207792e-4,U.S. House Incumbent Fundraising and Spending in a Post‐Citizens United and Post‐McCutcheon World,2,4777,0.7096191611388666,2.9709824623775033e-4,PSQ,4.186728072011723e-4,economic
The Primacy of Race in the Geography of Income‐Based Voting,2015-03-13,2015,poverty,3,3011,2.262967606921923,0.0022547003722237693,APSA,9.963467286615742e-4,Vested Interests and Political Institutions,1,6092,2.262967606921923,3.714654640383984e-4,PSQ,1.6414970453053183e-4,economic
Unlikely Democrats,2016-09-19,2016,allies,3,4861,2.160918352567753,0.001333625809031734,APSA,6.171569635877391e-4,Decision Making in Using Assassinations in International Relations,4,5254,2.160918352567753,0.0016451605272689402,PSQ,7.613247049866769e-4,security
Unlikely Democrats,2016-09-19,2016,allies,3,4861,2.160918352567753,0.001333625809031734,APSA,6.171569635877391e-4,Intelligence and the Iraq and Afghanistan Wars,2,4334,2.160918352567753,9.971935175670295e-4,PSQ,4.6146746654360867e-4,security
Unlikely Democrats,2016-09-19,2016,finance,3,4861,2.068325565739928,0.0012764815258629466,APSA,6.171569635877391e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,2.068325565739928,0.0019036590572847935,PSQ,9.203865623561896e-4,economic
Unlikely Democrats,2016-09-19,2016,industrial,3,4861,2.262967606921923,0.0013966062169853465,APSA,6.171569635877391e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,2.262967606921923,5.207012441145705e-4,PSQ,2.300966405890474e-4,economic
Unlikely Democrats,2016-09-19,2016,labor,3,4861,1.4419870548520932,8.899323523053445e-4,APSA,6.171569635877391e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,1.4419870548520932,0.0013271855083774443,PSQ,9.203865623561896e-4,economic
Unlikely Democrats,2016-09-19,2016,rights,3,4861,1.0723061472342268,6.617812058635425e-4,APSA,6.171569635877391e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,15,4182,1.0723061472342268,0.0038461483042834532,PSQ,0.003586800573888092,moral
Unlikely Democrats,2016-09-19,2016,rights,3,4861,1.0723061472342268,6.617812058635425e-4,APSA,6.171569635877391e-4,"Democracy, Elite Bias, and Redistribution in Latin America",10,4346,1.0723061472342268,0.0024673404216158,PSQ,0.002300966405890474,moral
Unlikely Democrats,2016-09-19,2016,rights,3,4861,1.0723061472342268,6.617812058635425e-4,APSA,6.171569635877391e-4,Intelligence and the Iraq and Afghanistan Wars,2,4334,1.0723061472342268,4.948344011233165e-4,PSQ,4.6146746654360867e-4,moral
Unlikely Democrats,2016-09-19,2016,rights,3,4861,1.0723061472342268,6.617812058635425e-4,APSA,6.171569635877391e-4,The Causes and Effects of International Treaties,2,2889,1.0723061472342268,7.423372428066645e-4,PSQ,6.922810661128419e-4,moral
Unlikely Democrats,2016-09-19,2016,threat,3,4861,1.1291690091287698,6.968745170512876e-4,APSA,6.171569635877391e-4,Intelligence and the Iraq and Afghanistan Wars,8,4334,1.1291690091287698,0.0020842990477688414,PSQ,0.0018458698661744347,security
Unlikely Democrats,2016-09-19,2016,threat,3,4861,1.1291690091287698,6.968745170512876e-4,APSA,6.171569635877391e-4,Decision Making in Using Assassinations in International Relations,3,5254,1.1291690091287698,6.447481970662942e-4,PSQ,5.709935287400076e-4,security
Unlikely Democrats,2016-09-19,2016,threat,3,4861,1.1291690091287698,6.968745170512876e-4,APSA,6.171569635877391e-4,Deterring Rational Fanatics,2,406,1.1291690091287698,0.005562408911964384,PSQ,0.0049261083743842365,security
Unlikely Democrats,2016-09-19,2016,threat,3,4861,1.1291690091287698,6.968745170512876e-4,APSA,6.171569635877391e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,1.1291690091287698,2.598179956577933e-4,PSQ,2.300966405890474e-4,security
